term,df,sumsq,meansq,statistic,p.value,Protein,p_adj_FDR
df$group,4,45162.52231,11290.63058,1.522014541,0.203414299,FUT11,0.461805435
df$group,4,126755.4143,31688.85359,1.520450673,0.203863196,ADAMTS.5,0.462130664
df$group,4,9519947.707,2379986.927,1.517980272,0.204574163,FLRT1,0.463048105
df$group,4,1468750193,367187548.2,1.515057928,0.205418136,ITI.heavy.chain.H2,0.464263411
df$group,4,4299322652,1074830663,1.513185544,0.20596056,IGFBP.6,0.464423161
df$group,4,19785471820,4946367955,1.511736642,0.206381204,GAPDH..liver,0.464423161
df$group,4,44511.1451,11127.78627,1.511636543,0.206410294,IL.17C,0.464423161
df$group,4,50669091.2,12667272.8,1.505815062,0.208108558,IL.1Ra,0.4675485
df$group,4,24006735.11,6001683.777,1.503532027,0.208778064,CREB.binding.protein,0.468356726
df$group,4,1419357.401,354839.3503,1.501374302,0.209412637,TIMD3,0.469084306
df$group,4,7743207.344,1935801.836,1.494043687,0.211581739,ACE,0.471756545
df$group,4,18959471.63,4739867.907,1.493732638,0.211674231,CD48,0.471756545
df$group,4,268470.7732,67117.6933,1.493129661,0.211853633,Chk2,0.471756545
df$group,4,677466.7421,169366.6855,1.495100431,0.211267789,MCP.1,0.471756545
df$group,4,13516561.13,3379140.282,1.490346855,0.2126834,sL.Selectin,0.472907796
df$group,4,220848.7554,55212.18884,1.487665827,0.21348563,CHID1,0.473299519
df$group,4,793285.4075,198321.3519,1.48832757,0.213287363,Plasmin,0.473299519
df$group,4,26449008.06,6612252.014,1.485371737,0.214174273,SPARCL1,0.47372425
df$group,4,2709118878,677279719.4,1.483899973,0.214617137,MP2K5,0.47372425
df$group,4,349528.9309,87382.23273,1.484034091,0.214576745,RB27A,0.47372425
df$group,4,963594711.5,240898677.9,1.478726654,0.216180472,Cystatin.M,0.476479407
df$group,4,444287.8813,111071.9703,1.475523219,0.217153728,HS71L,0.476887641
df$group,4,494862.0679,123715.517,1.476530733,0.216847198,CACO2,0.476887641
df$group,4,859129121,214782280.3,1.475003857,0.217311894,BGH3,0.476887641
df$group,4,4058197.798,1014549.449,1.473273388,0.217839651,LRP4,0.477352975
df$group,4,57645.53186,14411.38296,1.472233791,0.218157268,MIP.3b,0.477357148
df$group,4,13946145.41,3486536.353,1.469432477,0.219015226,CFC1,0.478541939
df$group,4,44455919.88,11113979.97,1.468190036,0.219396732,GI24.ECD,0.478555396
df$group,4,2279496.54,569874.1349,1.467352027,0.219654395,CD27,0.478555396
df$group,4,787320145.9,196830036.5,1.462441933,0.221169645,Apo.L1,0.480473523
df$group,4,1233866.561,308466.6402,1.462439651,0.221170352,PP4C,0.480473523
df$group,4,76964322.99,19241080.75,1.461095731,0.221586741,PDGF.AA,0.48068745
df$group,4,2380745.94,595186.4849,1.459198741,0.222175704,JAG1.ECD,0.480936569
df$group,4,15552.66786,3888.166966,1.458677643,0.222337739,AF1L1,0.480936569
df$group,4,34130960.65,8532740.162,1.455558071,0.223310021,PTPM1,0.481418475
df$group,4,1254139611,313534902.6,1.456299982,0.223078439,Peroxiredoxin.1,0.481418475
df$group,4,262504.3669,65626.09173,1.454899665,0.223515721,IL.3,0.481418475
df$group,4,92188.19181,23047.04795,1.450049441,0.225036347,Insulin,0.484004206
df$group,4,50258578.48,12564644.62,1.447119449,0.225959496,PDLI1,0.485299372
df$group,4,41227.57946,10306.89487,1.445163023,0.226577817,Lactoferrin,0.485937106
df$group,4,1293593.474,323398.3685,1.442446881,0.22743879,LPL,0.487092707
df$group,4,3801120.115,950280.0286,1.438451295,0.22871072,RTN1,0.489123916
df$group,4,129871250.3,32467812.57,1.434553257,0.229957807,CECR1,0.490962102
df$group,4,9189.36247,2297.340617,1.433737203,0.230219663,TRAIL,0.490962102
df$group,4,9507.724655,2376.931164,1.432458654,0.230630468,Vinexin.b,0.491145447
df$group,4,34604597.8,8651149.45,1.430007192,0.231419994,RMD1,0.492133657
df$group,4,2804.986392,701.246598,1.427299206,0.232294978,IL.17,0.493193697
df$group,4,2351270.476,587817.6191,1.426447365,0.232570837,TADA1,0.493193697
df$group,4,19681.65393,4920.413481,1.422428027,0.233876454,NA..8,0.494575103
df$group,4,138605680.3,34651420.08,1.423112502,0.233653647,TNF.sR.I,0.494575103
df$group,4,609583987,152395996.7,1.421170715,0.23428623,Aflatoxin.B1.aldehyde.reductase,0.494749693
df$group,4,336980.4014,84245.10034,1.419058219,0.234976183,HEXI1.1,0.495436513
df$group,4,46338.00111,11584.50028,1.418170057,0.23526681,IL.20.Ra,0.495436513
df$group,4,24977.93576,6244.483939,1.408750797,0.238369028,PIAS4,0.498427648
df$group,4,46774268.54,11693567.13,1.40946119,0.238133781,FGFR.3.ECD,0.498427648
df$group,4,70904.09009,17726.02252,1.40785765,0.238665091,VGLL4,0.498427648
df$group,4,570988.8109,142747.2027,1.409102403,0.238252567,MFGM,0.498427648
df$group,4,554011830,138502957.5,1.409915374,0.237983488,prostatic.binding.protein,0.498427648
df$group,4,74249.69268,18562.42317,1.411903317,0.237326666,Prolactin.Receptor,0.498427648
df$group,4,163230239.1,40807559.77,1.401363477,0.24082778,GSK.3.beta,0.500180773
df$group,4,174157217.3,43539304.31,1.402412625,0.240477201,eIF.2.beta,0.500180773
df$group,4,3002988.262,750747.0656,1.401559863,0.240762121,LIF.sR,0.500180773
df$group,4,37738.03436,9434.50859,1.403345325,0.240165921,CHST1,0.500180773
df$group,4,115871334,28967833.49,1.398463871,0.241799091,LOXL3,0.500730897
df$group,4,7408756312,1852189078,1.397608883,0.242086168,Tropomyosin.4,0.500730897
df$group,4,10237.60818,2559.402046,1.399460345,0.241464895,CISD2,0.500730897
df$group,4,946082.3317,236520.5829,1.395554715,0.242777142,LAR,0.501271551
df$group,4,13731878.35,3432969.587,1.394861827,0.243010613,IL.23.R,0.501271551
df$group,4,6597484095,1649371024,1.391819574,0.244038101,BTK,0.502705189
df$group,4,153389.9393,38347.48482,1.389528814,0.244814355,SAMH1,0.503618101
df$group,4,123676.9994,30919.24985,1.387965387,0.245345414,IFN.g.R1,0.504024819
df$group,4,9761875835,2440468959,1.383994157,0.246699001,IGFBP.2,0.505952924
df$group,4,217847.2359,54461.80899,1.383250516,0.246953213,MEF2D,0.505952924
df$group,4,35832.55946,8958.139864,1.379549208,0.248221995,PTN7,0.506393594
df$group,4,131671.7191,32917.92978,1.381294011,0.247623162,Discoidin.domain.receptor.2,0.506393594
df$group,4,1173118.74,293279.6851,1.377786835,0.248828174,FHL17,0.506393594
df$group,4,17934933.54,4483733.386,1.380575721,0.247869529,Macrophage.mannose.receptor,0.506393594
df$group,4,98875981.05,24718995.26,1.377744117,0.248842884,TSP2,0.506393594
df$group,4,1869764.638,467441.1596,1.374846931,0.249842325,SEN34,0.507062543
df$group,4,1073437.372,268359.343,1.375156619,0.249735321,FGF.8B,0.507062543
df$group,4,97369.20776,24342.30194,1.371683165,0.250937831,TS,0.508603218
df$group,4,71563469.31,17890867.33,1.368249359,0.252131705,CATC,0.508976152
df$group,4,4582794.143,1145698.536,1.368461756,0.252057711,Mx1,0.508976152
df$group,4,155381.6978,38845.42444,1.369225726,0.251791724,IL.20,0.508976152
df$group,4,421884551.8,105471138,1.364736675,0.253358255,RAN,0.510770243
df$group,4,2137865.954,534466.4886,1.363254995,0.253877221,WNT3A,0.511134965
df$group,4,112912.158,28228.03949,1.361165175,0.254610805,B.cell.CLL.11A,0.511930236
df$group,4,147295752,36823937.99,1.359067799,0.255348943,Complement.receptor.type.2,0.512052523
df$group,4,728645.6095,182161.4024,1.359286542,0.255271871,C1QBP,0.512052523
df$group,4,265110.7762,66277.69405,1.355651879,0.25655521,CALCB,0.512432598
df$group,4,32244.57729,8061.144323,1.357448809,0.255920026,K.ras,0.512432598
df$group,4,1209090.588,302272.647,1.356136811,0.256383656,CK.BB,0.512432598
df$group,4,102812906.1,25703226.53,1.350255483,0.258471196,BN3D2,0.515578428
df$group,4,1762064.716,440516.179,1.347137222,0.259584133,CD22,0.515757174
df$group,4,2692.301808,673.0754519,1.34874375,0.259010216,OSCAR,0.515757174
df$group,4,2185.665812,546.416453,1.347264733,0.25953854,CD44,0.515757174
df$group,4,43889194.84,10972298.71,1.345514809,0.260164873,Aldose.reductase.1,0.516232661
df$group,4,46546.91516,11636.72879,1.343567959,0.260863269,RECO,0.516263433
df$group,4,3831978778,957994694.6,1.344190031,0.260639932,DOK2,0.516263433
df$group,4,54025475.59,13506368.9,1.340730763,0.261884046,VEGF.D,0.516823001
df$group,4,15019.64052,3754.91013,1.339933695,0.262171456,EZH2,0.516823001
df$group,4,2830987.508,707746.8771,1.33997638,0.262156058,IGLO5,0.516823001
df$group,4,958708.388,239677.097,1.336159431,0.263536204,TLK1,0.518502122
df$group,4,71121239.55,17780309.89,1.335682569,0.263709082,UB2L3,0.518502122
df$group,4,10077576.42,2519394.106,1.333822892,0.264384238,GP100,0.519154503
df$group,4,289809036.9,72452259.22,1.332638083,0.264815182,FAAA,0.519326271
df$group,4,2289639.956,572409.9889,1.331054118,0.265392282,URM1,0.519783848
df$group,4,3407544834,851886208.5,1.329040598,0.266127495,Triosephosphate.isomerase,0.519876968
df$group,4,1604671.294,401167.8236,1.329947868,0.265795993,GPC6,0.519876968
df$group,4,110620471,27655117.76,1.324609766,0.267751721,DLRB1,0.52237497
df$group,4,110633590.2,27658397.54,1.321665481,0.268835866,Phospholipase.C.beta.1,0.522414139
df$group,4,415982159.3,103995539.8,1.322877118,0.268389247,Phosphomannomutase.2,0.522414139
df$group,4,184404.7103,46101.17758,1.321818387,0.268779467,NKG2D.1,0.522414139
df$group,4,70370674.99,17592668.75,1.320803914,0.269153845,Thrombospondin.1,0.522414139
df$group,4,167566172.8,41891543.19,1.318051143,0.270172045,hnRNP.K,0.523207132
df$group,4,26968382.79,6742095.698,1.317828684,0.270254478,FKBP5,0.523207132
df$group,4,1656416.146,414104.0365,1.31194277,0.272443587,PPARa,0.523575806
df$group,4,128953444.1,32238361.03,1.311731128,0.272522592,PAK4,0.523575806
df$group,4,142811501.2,35702875.3,1.315019577,0.271297304,SCF.sR,0.523575806
df$group,4,421622118.3,105405529.6,1.314243151,0.271586164,Myeloperoxidase,0.523575806
df$group,4,39224330.03,9806082.507,1.312682706,0.27216753,selenoprotein.P,0.523575806
df$group,4,198776.3815,49694.09537,1.313504298,0.271861297,DLL4,0.523575806
df$group,4,144464388.8,36116097.2,1.30761702,0.274062399,SDOS,0.524687448
df$group,4,9102.137351,2275.534338,1.306480109,0.274489267,CD3.zeta,0.524687448
df$group,4,383832.2683,95958.06707,1.306593108,0.274446813,Obestatin,0.524687448
df$group,4,595263.1974,148815.7994,1.308868126,0.273593331,ADPGK,0.524687448
df$group,4,21460629.91,5365157.477,1.302406142,0.276023705,IL.19,0.526954345
df$group,4,85170074.46,21292518.62,1.29963325,0.277072415,CAMK2D,0.528289397
df$group,4,14329143.33,3582285.832,1.296433948,0.278286749,Collagen.binding.protein,0.529269893
df$group,4,87943590.94,21985897.73,1.297308989,0.277954153,ING1,0.529269893
df$group,4,940613.8213,235153.4553,1.293899005,0.279252238,ATF1,0.529430069
df$group,4,386990.7321,96747.68303,1.294269627,0.279110895,NA..12,0.529430069
df$group,4,694423551.2,173605887.8,1.293455588,0.279421425,TFPI,0.529430069
df$group,4,7296.599932,1824.149983,1.290559655,0.280528594,NAKD2,0.530674229
df$group,4,872722.1217,218180.5304,1.28990343,0.280780015,Glucocorticoid.receptor,0.530674229
df$group,4,66429199.03,16607299.76,1.286996462,0.281896151,NA..11,0.531455087
df$group,4,1318903.185,329725.7962,1.287868762,0.281560822,CD40.ligand..soluble,0.531455087
df$group,4,47961248.15,11990312.04,1.286073888,0.282251188,DHI1,0.531461763
df$group,4,2813.205194,703.3012985,1.278359081,0.28523547,ISK13,0.53303855
df$group,4,6331010.348,1582752.587,1.267623217,0.289434292,RB27B,0.53303855
df$group,4,20742366.83,5185591.708,1.280531664,0.284392277,M.CSF.R,0.53303855
df$group,4,275167.2036,68791.8009,1.274566718,0.28671255,ASM3A,0.53303855
df$group,4,1612469.973,403117.4934,1.275630653,0.286297486,ENPP2,0.53303855
df$group,4,27738.09429,6934.523573,1.267714516,0.289398359,X4EBP1,0.53303855
df$group,4,115036771.2,28759192.8,1.278015008,0.285369207,DNJB4,0.53303855
df$group,4,13967928.98,3491982.245,1.270952381,0.28812651,DCUP,0.53303855
df$group,4,40868.216,10217.054,1.27026566,0.288395849,BAIP2,0.53303855
df$group,4,454585.1466,113646.2867,1.282988288,0.283441477,PRKRA,0.53303855
df$group,4,4943572,1235893,1.270433754,0.2883299,EDAR,0.53303855
df$group,4,22078707.02,5519676.755,1.269657489,0.288634563,TIG2,0.53303855
df$group,4,1817.147928,454.2869819,1.272032393,0.287703363,EPHA3,0.53303855
df$group,4,922627504.4,230656876.1,1.272931536,0.287351495,IMB1,0.53303855
df$group,4,26746962.07,6686740.517,1.272748394,0.287423134,C1.Esterase.Inhibitor,0.53303855
df$group,4,3423382.36,855845.59,1.278569537,0.285153694,KYNU,0.53303855
df$group,4,24135.85003,6033.962507,1.267831375,0.289352371,MFAP1,0.53303855
df$group,4,804107896.5,201026974.1,1.274135742,0.286880833,PolyUbiquitin.K48.1,0.53303855
df$group,4,4970219186,1242554797,1.264628025,0.290615305,M2.PK,0.533912929
df$group,4,5196787950,1299196988,1.264959946,0.290484221,Prothrombin.1,0.533912929
df$group,4,1762716.254,440679.0635,1.263717518,0.290975152,TXND9,0.533925279
df$group,4,187093.3329,46773.33321,1.258776254,0.292934798,MMEL2,0.536869593
df$group,4,61837492.63,15459373.16,1.255963518,0.294055418,SPARCL1.1,0.537766898
df$group,4,1413226727,353306681.7,1.255762295,0.29413573,SOD3,0.537766898
df$group,4,8672496.689,2168124.172,1.251042082,0.296025134,ADK,0.539120359
df$group,4,1432910087,358227521.7,1.25035195,0.296302261,SAP,0.539120359
df$group,4,1256508300,314127074.9,1.250428185,0.296271637,TIMP.3,0.539120359
df$group,4,177851.1312,44462.7828,1.252820228,0.295312144,XCT,0.539120359
df$group,4,298644.287,74661.07174,1.240210787,0.300400543,SH21A,0.545920218
df$group,4,156772133.6,39193033.41,1.238872769,0.300944918,cPLA2.alpha,0.54625296
df$group,4,2613374.986,653343.7466,1.237119187,0.301659658,Quinone.reductase.2,0.546893769
df$group,4,570657807.1,142664451.8,1.233206529,0.303259706,S100A6,0.548479278
df$group,4,281560.3442,70390.08605,1.233594929,0.303100547,Nectin.like.protein.3,0.548479278
df$group,4,2923222655,730805663.7,1.230764351,0.304262127,Glycogen.phosphorylase,0.548978922
df$group,4,24963204.57,6240801.142,1.231563655,0.303933729,OFUT1,0.548978922
df$group,4,3529365719,882341429.6,1.222248046,0.307780145,KAD2,0.552458326
df$group,4,4378992832,1094748208,1.221676635,0.30801744,PDE5A,0.552458326
df$group,4,190777.1143,47694.27858,1.223160577,0.307401516,ANR40,0.552458326
df$group,4,149214725.4,37303681.36,1.22241173,0.307712199,bFGF,0.552458326
df$group,4,170501.8436,42625.46091,1.222229942,0.307787661,OX2G,0.552458326
df$group,4,1326336087,331584021.8,1.217699563,0.309673399,Desmoglein.2,0.553211556
df$group,4,1484.673566,371.1683914,1.215404047,0.310632679,NA..7,0.553211556
df$group,4,1822.980708,455.7451769,1.216338,0.310242079,b.ECGF,0.553211556
df$group,4,7596593623,1899148406,1.217536587,0.309741422,Cyclophilin.A,0.553211556
df$group,4,29494475578,7373618895,1.217778192,0.309640586,Fibronectin,0.553211556
df$group,4,3322.543062,830.6357656,1.216006194,0.310380799,PLD5,0.553211556
df$group,4,19353157.63,4838289.407,1.214003422,0.311219243,PDGF.CC,0.553310025
df$group,4,18007.05299,4501.763247,1.213524895,0.311419862,PTER,0.553310025
df$group,4,96142.07066,24035.51767,1.210733321,0.312592424,MDM2,0.554091143
df$group,4,4824729365,1206182341,1.210898975,0.312522738,PKC.B.II,0.554091143
df$group,4,435.3241267,108.8310317,1.208414147,0.31356944,IL.27,0.555172123
df$group,4,426172.2288,106543.0572,1.203217197,0.315768305,DJC27,0.555811032
df$group,4,248766.8847,62191.72117,1.203772549,0.315532703,LRP5,0.555811032
df$group,4,88698067,22174516.75,1.20578059,0.314682071,IL.2.sRg,0.555811032
df$group,4,64311281.31,16077820.33,1.20491538,0.315048344,AREG,0.555811032
df$group,4,4494375382,1123593845,1.205149427,0.314949228,PARC,0.555811032
df$group,4,8560295.997,2140073.999,1.199048219,0.317541755,TSLP.R,0.558158885
df$group,4,741667.0506,185416.7627,1.198347952,0.317840476,WBP1L,0.558158885
df$group,4,415410.8551,103852.7138,1.195102651,0.319228002,CBG,0.559945172
df$group,4,9867884.041,2466971.01,1.189337018,0.321705842,SH2B3,0.563404997
df$group,4,1925814261,481453565.2,1.18878088,0.321945712,Protein.C,0.563404997
df$group,4,22423170.06,5605792.515,1.187394946,0.322544149,FGF7,0.563799715
df$group,4,35192801.48,8798200.369,1.185671648,0.323289578,ACSL4,0.563945456
df$group,4,621318.4673,155329.6168,1.18547788,0.323373485,AFP,0.563945456
df$group,4,1361627.119,340406.7799,1.184003733,0.324012445,PECAM.1,0.564408775
df$group,4,368835667.4,92208916.85,1.180708694,0.325444541,Factor.B,0.566251031
df$group,4,3680325.484,920081.371,1.177722678,0.326746968,EGF.ECD,0.567863697
df$group,4,913396.382,228349.0955,1.1763848,0.327331952,C1QL2.1,0.568227223
df$group,4,323174.3119,80793.57797,1.171468227,0.329489341,SCRB1,0.57131638
df$group,4,363892737.3,90973184.32,1.16992611,0.330168496,GPVI,0.571434181
df$group,4,4501573.109,1125393.277,1.169598014,0.330313144,TYK2,0.571434181
df$group,4,41026.55495,10256.63874,1.165823816,0.331980934,DCA12,0.573008187
df$group,4,17164796.77,4291199.193,1.165916667,0.331939819,HRG,0.573008187
df$group,4,51765704.61,12941426.15,1.162409501,0.333495817,CADH7,0.574966563
df$group,4,1098566635,274641658.8,1.157022606,0.335897764,SNX12,0.578448086
df$group,4,134555.7957,33638.94893,1.153591213,0.337435361,MIP.1a,0.580434888
df$group,4,5212953.857,1303238.464,1.151693068,0.338288455,SAMN1,0.580581321
df$group,4,7982981.542,1995745.386,1.15181284,0.338234572,PGCB,0.580581321
df$group,4,181163812.5,45290953.12,1.150551589,0.338802349,CCD92,0.580804026
df$group,4,54760854.87,13690213.72,1.147947964,0.339976953,DAF,0.582157592
df$group,4,878513946.1,219628486.5,1.146479727,0.340640843,GPX4,0.582634563
df$group,4,172669.0223,43167.25558,1.142845962,0.34228859,LIGHT,0.584791354
df$group,4,106711.8922,26677.97305,1.133260582,0.34666716,ARHG2,0.589373931
df$group,4,1325500.568,331375.1421,1.135713586,0.345542204,Adrenomedullin,0.589373931
df$group,4,91309.28441,22827.3211,1.132062759,0.347217595,ATF3,0.589373931
df$group,4,10666058.05,2666514.513,1.132282186,0.347116707,DNJC1,0.589373931
df$group,4,969011.1521,242252.788,1.131862615,0.347309638,GA733.1.protein,0.589373931
df$group,4,45462.84133,11365.71033,1.13218033,0.347163535,COL10,0.589373931
df$group,4,7665309.837,1916327.459,1.128983663,0.348635875,PolyUbiquitin.K48,0.59096126
df$group,4,4687499.265,1171874.816,1.127945931,0.349114957,FIBP,0.591110656
df$group,4,3371189.827,842797.4568,1.126305663,0.349873326,DHB8,0.591732068
df$group,4,6242685.085,1560671.271,1.124458818,0.350728843,VEGF.C,0.592516213
df$group,4,9649521.743,2412380.436,1.122146634,0.351802371,FAK2.FERM,0.592589827
df$group,4,334706530.9,83676632.73,1.121329628,0.352182353,GATM,0.592589827
df$group,4,40942191.12,10235547.78,1.120990634,0.352340115,Proteasome.beta.chain,0.592589827
df$group,4,18249.82156,4562.455391,1.122748155,0.351522827,HMGR,0.592589827
df$group,4,284125149.8,71031287.44,1.117593591,0.353924289,IL.17.sR,0.593932881
df$group,4,45018789.82,11254697.46,1.117858009,0.353800769,CNDP1,0.593932881
df$group,4,590114260.2,147528565,1.115523873,0.354892372,NAA50,0.594897191
df$group,4,6251.691337,1562.922834,1.114134656,0.355543388,HMGA1,0.595328464
df$group,4,334233880.2,83558470.05,1.112684854,0.35622385,FCN2,0.595597362
df$group,4,47079.00828,11769.75207,1.111276859,0.356885721,VAC14,0.595597362
df$group,4,477010.5032,119252.6258,1.112042585,0.356525642,IFN.g,0.595597362
df$group,4,4320551.615,1080137.904,1.108994448,0.357960797,S100A15,0.596135473
df$group,4,69154.77597,17288.69399,1.108918324,0.3579967,Glypican.3,0.596135473
df$group,4,39981247.16,9995311.79,1.107878673,0.358487329,RPN1.CD,0.596295756
df$group,4,10156924927,2539231232,1.10672545,0.359032205,PLEK,0.596545818
df$group,4,28450582.13,7112645.531,1.103721186,0.360454871,LMOD1,0.597232121
df$group,4,997619.428,249404.857,1.103351529,0.360630243,Cyclin.E,0.597232121
df$group,4,133126566.3,33281641.57,1.105015307,0.359841473,ATS13,0.597232121
df$group,4,1029693.019,257423.2547,1.100554456,0.361959499,SCO2,0.597470264
df$group,4,263881170.1,65970292.52,1.101211408,0.361646933,PDE1B,0.597470264
df$group,4,57491407.74,14372851.94,1.100773138,0.361855429,Thrombin,0.597470264
df$group,4,44568643.02,11142160.76,1.096395446,0.363943441,TCEA2,0.600089948
df$group,4,12239.38326,3059.845816,1.094735194,0.364737909,DCE1,0.600091098
df$group,4,4669276.035,1167319.009,1.095369185,0.364434362,MOL1B,0.600091098
df$group,4,3772382590,943095647.5,1.092277347,0.365916659,HEBP1,0.601376074
df$group,4,9433389.32,2358347.33,1.090447767,0.366796126,SCGF.alpha,0.602166931
df$group,4,219678.3855,54919.59637,1.085002633,0.369423813,Flt3.ligand,0.604511694
df$group,4,18079081.54,4519770.384,1.085413766,0.369224875,UB2E3,0.604511694
df$group,4,45826.36467,11456.59117,1.086147142,0.368870227,MMP.3,0.604511694
df$group,4,15605.18717,3901.296793,1.083579098,0.370113307,Activin.RIB,0.604985211
df$group,4,550446.4499,137611.6125,1.080608368,0.371555575,NUDT3,0.606686856
df$group,4,870628498.6,217657124.6,1.075659262,0.373968501,RHG25,0.60802067
df$group,4,351230.4665,87807.61662,1.076836223,0.373393523,N42L2,0.60802067
df$group,4,477793.9436,119448.4859,1.074076341,0.374742937,Apo.B,0.60802067
df$group,4,77023648.58,19255912.14,1.073345659,0.375100859,PAI.1,0.60802067
df$group,4,899927.177,224981.7943,1.073169161,0.375187358,ERFE,0.60802067
df$group,4,95737.59993,23934.39998,1.073659152,0.374947262,SEMA6C,0.60802067
df$group,4,1843727243,460931810.7,1.07733599,0.373149591,SHBG,0.60802067
df$group,4,2046084.894,511521.2234,1.071910829,0.375804514,Vasoactive.Intestinal.Peptide,0.608368764
df$group,4,41167.29701,10291.82425,1.06999718,0.376744654,CSDE1,0.609238414
df$group,4,108435.9099,27108.97746,1.065850502,0.378788384,IL.21,0.611888928
df$group,4,31140.10575,7785.026436,1.063329264,0.380035382,PAPP2,0.61324813
df$group,4,515583170.2,128895792.5,1.060654083,0.381362148,Caspase.3,0.614733014
df$group,4,1669308.558,417327.1396,1.058435709,0.382465193,MVK,0.615199331
df$group,4,4483730376,1120932594,1.059252658,0.382058681,X6.Phosphogluconate.dehydrogenase,0.615199331
df$group,4,4692730445,1173182611,1.052182057,0.385588554,UBS3B,0.61956418
df$group,4,21446050.08,5361512.52,1.04519275,0.389103564,UCRP,0.624082713
df$group,4,627543.5321,156885.883,1.044132641,0.389638942,HPLN1,0.624082713
df$group,4,19407911.98,4851977.996,1.04453927,0.389433516,SCG3,0.624082713
df$group,4,461149.744,115287.436,1.038317118,0.392586403,TATI,0.628138244
df$group,4,2376426.555,594106.6387,1.035632759,0.393952898,SNP23,0.629159133
df$group,4,145931.2086,36482.80214,1.035429193,0.394056679,Sonic.Hedgehog,0.629159133
df$group,4,1833387.713,458346.9282,1.034481609,0.39454006,b.Catenin.2,0.629266425
df$group,4,3483225926,870806481.6,1.032769081,0.395414852,UBA7,0.629710677
df$group,4,1383722.235,345930.5587,1.032306231,0.39565155,IKK.beta,0.629710677
df$group,4,4050408.403,1012602.101,1.031079862,0.396279249,FGF.6,0.630046503
df$group,4,44798263.92,11199565.98,1.027815251,0.397954049,SIRT2,0.632044666
df$group,4,75536979.67,18884244.92,1.02635917,0.398702852,BST1,0.632569478
df$group,4,128562.2906,32140.57264,1.02372648,0.400059572,IL.10.Rb,0.633434361
df$group,4,21038680.19,5259670.048,1.023675546,0.400085856,KIF23,0.633434361
df$group,4,418629.3487,104657.3372,1.02249018,0.400697942,PYY,0.633739841
df$group,4,2403092.233,600773.0582,1.02091494,0.401512492,HPG.,0.634364564
df$group,4,58195015.58,14548753.9,1.019500885,0.402244808,HGFA,0.634858194
df$group,4,158849.6645,39712.41612,1.011402066,0.406459371,GNPTG,0.638722715
df$group,4,228758227.7,57189556.94,1.010067367,0.40715726,TBCE,0.638722715
df$group,4,124809.6664,31202.41659,1.009932228,0.407227975,Survivin,0.638722715
df$group,4,6292124.528,1573031.132,1.013725227,0.405246876,kallikrein.15,0.638722715
df$group,4,7728991.175,1932247.794,1.011778036,0.406262953,DLL1,0.638722715
df$group,4,379785.3799,94946.34497,1.011316071,0.406504308,DYR,0.638722715
df$group,4,138289.6233,34572.40582,1.007666882,0.408414796,Thrombopoietin.Receptor,0.639920385
df$group,4,27027223.94,6756805.985,1.006494331,0.409030164,EFNB2.ECD,0.640221126
df$group,4,314620.6229,78655.15572,1.004415872,0.410122746,FRIH,0.640799135
df$group,4,3529158582,882289645.4,1.00417965,0.410247065,PKB.gamma,0.640799135
df$group,4,391654.6276,97913.6569,1.003156264,0.410785994,DnaJ.homolog,0.640978764
df$group,4,97076.24353,24269.06088,0.999485165,0.412723798,GNAI3,0.642014797
df$group,4,26631.72617,6657.931542,0.999799318,0.412557693,PDE4D,0.642014797
df$group,4,4276890.65,1069222.663,1.000193156,0.412349528,LEMD1,0.642014797
df$group,4,20980300529,5245075132,0.998325455,0.413337436,LDH.H.1,0.642308534
df$group,4,70318501.84,17579625.46,0.99345942,0.415919955,SMAD3,0.644056919
df$group,4,77376.76879,19344.1922,0.994763016,0.415226878,LGSN,0.644056919
df$group,4,13355.6381,3338.909525,0.992996276,0.416166409,X4.1BB.ligand,0.644056919
df$group,4,2456481581,614120395.3,0.994269645,0.415489081,GPIX,0.644056919
df$group,4,155211312.4,38802828.09,0.990222721,0.417644681,ASAHL,0.645683801
df$group,4,32369074.61,8092268.654,0.983686142,0.421144697,STAT3,0.647124778
df$group,4,106960070.8,26740017.69,0.984242818,0.420845744,UBQL4,0.647124778
df$group,4,758315.2225,189578.8056,0.987225581,0.419246696,NA..2,0.647124778
df$group,4,425991.5037,106497.8759,0.984200411,0.420868512,ART,0.647124778
df$group,4,1723035360,430758839.9,0.98496094,0.420460331,DRG.1,0.647124778
df$group,4,482435.3928,120608.8482,0.985206995,0.420328337,CBPN,0.647124778
df$group,4,463185462.4,115796365.6,0.980579445,0.422816105,PKB,0.648438042
df$group,4,2984925.897,746231.4743,0.980503397,0.422857083,CSMD1,0.648438042
df$group,4,11623.12504,2905.781261,0.978526178,0.423923569,NATD1,0.648695692
df$group,4,1673314.021,418328.5053,0.975397503,0.425615362,DD19A,0.648695692
df$group,4,294317.3589,73579.33973,0.973887339,0.426433818,BUP1,0.648695692
df$group,4,2096986.108,524246.5271,0.975748367,0.425425378,TIPIN,0.648695692
df$group,4,936217295.7,234054323.9,0.973843946,0.426457353,TWF2,0.648695692
df$group,4,36437.91015,9109.477537,0.975546175,0.425534852,SETBP,0.648695692
df$group,4,1429927577,357481894.2,0.975798989,0.425397973,AK1A1,0.648695692
df$group,4,25242949.6,6310737.399,0.978445795,0.42396697,SET,0.648695692
df$group,4,10498612.72,2624653.179,0.97212163,0.427392301,PDGFRA,0.648812409
